vehicle_count,car_count,bus_count,truck_count,motorcycle_count,hour,day_of_week,is_weekend,is_peak_hour,rain_intensity,visibility,incident_nearby,avg_speed_kmh,hour_sin,hour_cos,density_class
121,58,17,11,35,8,0,0,1,0.0295,0.9911,0,23.26,0.866025,-0.5,high
81,43,10,7,21,16,1,0,0,0.0071,0.9954,1,15.59,-0.866025,-0.5,medium
34,15,4,2,13,4,1,0,0,0.0,1.0,0,49.8,0.866025,0.5,low
46,22,5,3,16,13,2,0,0,0.0001,0.9999,0,46.2,-0.258819,-0.965926,medium
41,23,3,4,11,15,1,0,0,0.0128,0.9944,0,47.51,-0.707107,-0.707107,medium
44,24,5,3,12,0,4,0,0,0.0058,0.9959,0,46.71,0.0,1.0,medium
18,8,2,1,7,4,3,0,0,0.1725,0.8833,0,52.01,0.866025,0.5,low
1,0,0,0,1,16,0,0,0,0.0026,0.9984,0,59.66,-0.866025,-0.5,low
21,10,2,1,8,1,0,0,0,0.0754,0.9622,0,52.57,0.258819,0.965926,low
19,10,2,1,6,22,3,0,0,0.0723,0.9711,0,53.22,-0.5,0.866025,low
117,54,11,5,47,19,4,0,1,0.1664,0.934,0,22.4,-0.965926,0.258819,high
31,14,4,2,11,23,4,0,0,0.0062,0.9963,0,50.61,-0.258819,0.965926,low
27,13,3,2,9,0,6,1,0,0.0181,0.9917,0,51.63,0.0,1.0,low
46,21,3,3,19,2,2,0,0,0.0111,0.9929,0,46.03,0.5,0.866025,medium
97,51,8,11,27,7,6,1,1,0.0683,0.9684,0,29.88,0.965926,-0.258819,high
33,19,4,2,8,4,5,1,0,0.288,0.9093,0,45.78,0.866025,0.5,low
41,20,5,2,14,13,4,0,0,0.0006,0.9995,0,47.69,-0.258819,-0.965926,medium
67,32,5,3,27,15,0,0,0,0.1631,0.8882,1,17.45,-0.707107,-0.707107,medium
47,23,4,5,15,4,1,0,0,0.0079,0.9946,0,45.78,0.866025,0.5,medium
19,9,2,1,7,22,6,1,0,0.0246,0.9933,0,53.93,-0.5,0.866025,low
30,13,3,2,12,1,5,1,0,0.0382,0.9913,0,50.43,0.258819,0.965926,low
19,8,2,1,8,23,0,0,0,0.0553,0.9888,0,53.47,-0.258819,0.965926,low
27,13,2,2,10,21,5,1,0,0.2065,0.9162,0,48.8,-0.707107,0.707107,low
89,51,9,10,19,7,4,0,1,0.5263,0.6003,0,25.41,0.965926,-0.258819,medium
54,31,5,5,13,6,3,0,0,0.051,0.9658,0,43.04,1.0,0.0,medium
102,60,12,9,21,20,0,0,1,0.1698,0.9244,0,26.85,-0.866025,0.5,high
61,34,8,6,13,12,0,0,0,0.2888,0.8204,0,37.37,0.0,-1.0,medium
118,65,13,11,29,9,0,0,1,0.1452,0.9611,0,22.42,0.707107,-0.707107,high
111,62,16,8,25,19,1,0,1,0.1244,0.9023,0,24.83,-0.965926,0.258819,high
39,18,4,3,14,13,5,1,0,0.0053,0.9971,0,48.22,-0.258819,-0.965926,low
17,8,2,1,6,23,2,0,0,0.1825,0.9267,0,52.16,-0.258819,0.965926,low
46,27,6,5,8,21,0,0,0,0.0099,0.9959,0,46.05,-0.707107,0.707107,medium
135,74,12,15,34,9,1,0,1,0.1615,0.8992,0,17.08,0.707107,-0.707107,high
94,44,9,11,30,7,6,1,1,0.0254,0.9805,0,31.42,0.965926,-0.258819,high
35,17,4,3,11,2,6,1,0,0.0527,0.9656,0,48.71,0.5,0.866025,low
21,11,1,2,7,16,4,0,0,0.0992,0.9781,0,52.21,-0.866025,-0.5,low
28,16,2,2,8,12,4,0,0,0.0051,0.9963,0,51.52,0.0,-1.0,low
44,20,3,4,17,23,3,0,0,0.0239,0.9856,0,46.44,-0.258819,0.965926,medium
8,4,0,0,4,1,1,0,0,0.0065,0.9979,0,57.5,0.258819,0.965926,low
39,22,3,2,12,16,3,0,0,0.0001,1.0,0,48.3,-0.866025,-0.5,low
60,35,5,7,13,19,6,1,1,0.3035,0.8774,0,37.45,-0.965926,0.258819,medium
36,20,5,2,9,1,6,1,0,0.2959,0.8564,0,44.76,0.258819,0.965926,low
121,71,17,13,20,20,3,0,1,0.0793,0.9748,0,22.51,-0.866025,0.5,high
37,22,3,2,10,22,3,0,0,0.2964,0.8168,0,44.45,-0.5,0.866025,low
44,21,4,2,17,15,6,1,0,0.0367,0.9872,0,46.25,-0.707107,-0.707107,medium
30,16,3,2,9,15,4,0,0,0.0808,0.9495,0,49.79,-0.707107,-0.707107,low
124,72,10,13,29,7,3,0,1,0.0085,0.9961,0,22.67,0.965926,-0.258819,high
49,27,5,5,12,9,6,1,1,0.0031,0.9976,0,45.25,0.707107,-0.707107,medium
53,26,6,3,18,3,3,0,0,0.0134,0.9935,0,43.9,0.707107,0.707107,medium
36,20,4,2,10,5,1,0,0,0.0026,0.9985,0,49.16,0.965926,0.258819,low
60,28,5,5,22,8,5,1,1,0.0034,0.9977,0,41.95,0.866025,-0.5,medium
51,24,5,3,19,0,3,0,0,0.0726,0.9665,0,43.61,0.0,1.0,medium
144,76,18,13,37,17,0,0,1,0.1282,0.9137,0,14.88,-0.965926,-0.258819,high
13,7,1,0,5,16,4,0,0,0.0268,0.9849,0,55.7,-0.866025,-0.5,low
121,62,13,7,39,7,1,0,1,0.0061,0.9986,0,23.61,0.965926,-0.258819,high
9,4,0,0,5,23,4,0,0,0.0107,0.9949,0,57.14,-0.258819,0.965926,low
116,59,11,7,39,17,0,0,1,0.1986,0.8941,0,22.22,-0.965926,-0.258819,high
56,26,6,5,19,4,4,0,0,0.006,0.9955,1,23.11,0.866025,0.5,medium
141,77,17,11,36,17,2,0,1,0.2246,0.9282,0,14.33,-0.965926,-0.258819,high
23,13,3,2,5,14,2,0,0,0.1702,0.9266,0,50.55,-0.5,-0.866025,low
41,19,4,4,14,21,5,1,0,0.0269,0.9874,0,47.3,-0.707107,0.707107,medium
29,15,3,2,9,23,3,0,0,0.0006,0.9996,0,51.29,-0.258819,0.965926,low
118,64,13,12,29,8,2,0,1,0.0427,0.9826,0,23.96,0.866025,-0.5,high
62,30,9,4,19,17,6,1,1,0.0021,0.9989,0,41.37,-0.965926,-0.258819,medium
42,24,3,2,13,5,1,0,0,0.4787,0.8405,0,40.22,0.965926,0.258819,medium
10,4,0,0,6,1,1,0,0,0.0279,0.9943,0,56.58,0.258819,0.965926,low
132,62,16,13,41,19,2,0,1,0.0446,0.9682,0,19.73,-0.965926,0.258819,high
77,34,8,7,28,20,5,1,1,0.0728,0.9761,0,35.81,-0.866025,0.5,medium
86,49,11,5,21,23,1,0,0,0.0004,0.9999,1,14.19,-0.258819,0.965926,medium
77,35,9,6,27,20,6,1,1,0.0003,0.9999,0,36.9,-0.866025,0.5,medium
119,70,16,6,27,8,1,0,1,0.0547,0.9864,0,23.48,0.866025,-0.5,high
25,11,3,1,10,5,6,1,0,0.2288,0.8712,0,49.07,0.965926,0.258819,low
107,56,11,12,28,8,0,0,1,0.0027,0.9987,0,27.86,0.866025,-0.5,high
29,13,4,2,10,4,1,0,0,0.0036,0.9974,0,51.25,0.866025,0.5,low
48,22,5,5,16,21,1,0,0,0.0001,1.0,0,45.6,-0.707107,0.707107,medium
51,23,4,5,19,1,2,0,0,0.1708,0.9222,0,42.14,0.258819,0.965926,medium
109,57,14,10,28,7,0,0,1,0.0339,0.9896,0,26.79,0.965926,-0.258819,high
121,55,10,11,45,20,0,0,1,0.0289,0.9778,0,23.27,-0.866025,0.5,high
33,14,4,1,14,4,0,0,0,0.3274,0.8948,0,45.19,0.866025,0.5,low
122,72,16,7,27,7,4,0,1,0.0378,0.9709,0,22.83,0.965926,-0.258819,high
135,68,11,12,44,18,0,0,1,0.4771,0.7495,0,12.34,-1.0,-0.0,high
32,18,3,2,9,23,4,0,0,0.0039,0.9975,0,50.34,-0.258819,0.965926,low
0,0,0,0,0,2,6,1,0,0.0026,0.999,0,59.96,0.5,0.866025,low
55,29,4,2,20,22,4,0,0,0.0225,0.9852,0,43.16,-0.5,0.866025,medium
26,11,2,1,12,5,0,0,0,0.0068,0.9956,0,52.1,0.965926,0.258819,low
14,7,2,1,4,0,4,0,0,0.1356,0.9185,0,53.77,0.0,1.0,low
43,24,3,3,13,5,2,0,0,0.0399,0.9871,0,46.5,0.965926,0.258819,medium
30,14,2,2,12,2,2,0,0,0.0909,0.9479,0,49.64,0.5,0.866025,low
2,1,0,0,1,12,3,0,0,0.022,0.9895,0,59.07,0.0,-1.0,low
1,0,0,0,1,1,2,0,0,0.1104,0.9134,0,58.04,0.258819,0.965926,low
109,51,9,12,37,8,4,0,1,0.0035,0.9975,0,27.25,0.866025,-0.5,high
43,20,4,3,16,11,3,0,0,0.0378,0.9849,0,46.53,0.258819,-0.965926,medium
16,9,2,1,4,23,2,0,0,0.2471,0.8637,0,51.49,-0.258819,0.965926,low
49,28,5,5,11,0,0,0,0,0.0873,0.9356,0,43.99,0.0,1.0,medium
122,63,18,12,29,19,1,0,1,0.1167,0.934,0,21.65,-0.965926,0.258819,high
48,23,5,4,16,6,2,0,0,0.0312,0.9804,0,45.13,1.0,0.0,medium
13,6,1,1,5,23,5,1,0,0.1764,0.8699,0,53.45,-0.258819,0.965926,low
24,11,3,2,8,22,2,0,0,0.0111,0.9955,0,52.63,-0.5,0.866025,low
111,49,12,7,43,9,1,0,1,0.0317,0.9751,0,26.22,0.707107,-0.707107,high
50,26,4,4,16,1,5,1,0,0.0633,0.9605,0,44.05,0.258819,0.965926,medium
40,20,3,2,15,15,6,1,0,0.0273,0.9847,0,47.59,-0.707107,-0.707107,medium
0,0,0,0,0,0,0,0,0,0.1011,0.9317,0,58.48,0.0,1.0,low
46,27,5,5,9,11,0,0,0,0.2709,0.7852,0,42.14,0.258819,-0.965926,medium
9,4,1,0,4,15,5,1,0,0.0756,0.9664,0,56.17,-0.707107,-0.707107,low
18,9,2,1,6,1,3,0,0,0.1002,0.9623,0,53.1,0.258819,0.965926,low
113,65,15,9,24,17,0,0,1,0.0574,0.9604,0,25.24,-0.965926,-0.258819,high
42,23,6,4,9,2,3,0,0,0.2069,0.839,0,44.3,0.5,0.866025,medium
34,15,3,3,13,1,3,0,0,0.0062,0.9955,0,49.71,0.258819,0.965926,low
106,50,10,6,40,20,3,0,1,0.0739,0.9435,0,27.09,-0.866025,0.5,high
72,41,10,6,15,6,2,0,0,0.1445,0.8859,1,16.23,1.0,0.0,medium
37,20,3,2,12,5,4,0,0,0.1032,0.9428,0,47.35,0.965926,0.258819,low
68,34,6,5,23,7,5,1,1,0.0157,0.9933,0,39.36,0.965926,-0.258819,medium
50,29,6,3,12,23,6,1,0,0.1058,0.9352,0,43.41,-0.258819,0.965926,medium
8,3,1,0,4,12,2,0,0,0.237,0.8918,0,54.04,0.0,-1.0,low
40,20,5,3,12,3,4,0,0,0.0685,0.9458,0,46.97,0.707107,0.707107,medium
130,65,15,7,43,8,2,0,1,0.1123,0.9209,0,19.32,0.866025,-0.5,high
16,9,1,1,5,5,5,1,0,0.0325,0.9787,0,54.71,0.965926,0.258819,low
91,43,13,5,30,8,6,1,1,0.0201,0.9841,0,32.4,0.866025,-0.5,high
41,22,5,4,10,23,0,0,0,0.0158,0.9918,0,47.46,-0.258819,0.965926,medium
30,17,2,2,9,16,4,0,0,0.1393,0.9235,0,48.91,-0.866025,-0.5,low
164,90,24,8,42,8,2,0,1,0.0345,0.9899,0,10.28,0.866025,-0.5,high
36,20,4,3,9,4,3,0,0,0.0326,0.9836,0,48.71,0.866025,0.5,low
0,0,0,0,0,22,1,0,0,0.0001,0.9999,0,60.0,-0.5,0.866025,low
53,25,5,4,19,17,6,1,1,0.028,0.981,0,43.68,-0.965926,-0.258819,medium
116,54,9,7,46,19,2,0,1,0.1746,0.9603,0,22.58,-0.965926,0.258819,high
110,64,11,9,26,19,3,0,1,0.031,0.9779,0,26.54,-0.965926,0.258819,high
70,37,7,8,18,8,6,1,1,0.0197,0.9897,0,38.7,0.866025,-0.5,medium
18,8,2,1,7,10,6,1,0,0.0936,0.9699,0,53.2,0.5,-0.866025,low
115,64,14,10,27,7,0,0,1,0.054,0.9769,0,24.69,0.965926,-0.258819,high
28,12,3,3,10,21,5,1,0,0.0257,0.9851,0,51.21,-0.707107,0.707107,low
36,18,3,3,12,23,1,0,0,0.0906,0.9477,0,47.84,-0.258819,0.965926,low
19,10,2,2,5,23,1,0,0,0.004,0.997,0,54.24,-0.258819,0.965926,low
25,12,3,1,9,12,2,0,0,0.1821,0.9442,0,49.77,0.0,-1.0,low
66,39,8,6,13,21,5,1,0,0.002,0.9994,1,20.17,-0.707107,0.707107,medium
34,19,2,2,11,11,5,1,0,0.1695,0.8697,0,47.26,0.258819,-0.965926,low
23,10,2,1,10,11,5,1,0,0.0296,0.9933,0,52.66,0.258819,-0.965926,low
131,62,11,7,51,19,1,0,1,0.0035,0.9979,0,20.65,-0.965926,0.258819,high
132,76,15,12,29,17,3,0,1,0.0816,0.9759,0,19.18,-0.965926,-0.258819,high
115,58,10,9,38,18,4,0,1,0.0764,0.949,0,24.35,-1.0,-0.0,high
41,23,3,4,11,23,0,0,0,0.2239,0.827,0,44.34,-0.258819,0.965926,medium
13,7,1,0,5,3,6,1,0,0.0628,0.9755,0,55.16,0.707107,0.707107,low
110,61,15,10,24,19,3,0,1,0.1225,0.9668,0,25.16,-0.965926,0.258819,high
4,2,0,0,2,16,6,1,0,0.0342,0.993,0,58.29,-0.866025,-0.5,low
41,19,5,4,13,5,2,0,0,0.0207,0.9893,0,47.39,0.965926,0.258819,medium
22,9,3,1,9,10,1,0,0,0.3122,0.8235,0,48.72,0.5,-0.866025,low
27,13,2,2,10,15,4,0,0,0.0181,0.9904,0,51.63,-0.707107,-0.707107,low
6,2,0,0,4,3,4,0,0,0.0464,0.9687,0,57.5,0.707107,0.707107,low
49,23,6,4,16,8,5,1,1,0.0119,0.9966,0,45.12,0.866025,-0.5,medium
17,9,1,1,6,6,4,0,0,0.5062,0.8483,0,47.31,1.0,0.0,low
105,61,14,8,22,19,4,0,1,0.008,0.9965,0,28.38,-0.965926,0.258819,high
121,71,10,8,32,8,3,0,1,0.0042,0.9982,0,23.64,0.866025,-0.5,high
32,17,2,3,10,3,0,0,0,0.0012,0.999,0,50.38,0.707107,0.707107,low
27,13,2,2,10,12,0,0,0,0.1347,0.9669,0,49.88,0.0,-1.0,low
31,14,3,3,11,10,5,1,0,0.0461,0.9762,0,50.01,0.5,-0.866025,low
9,5,0,0,4,13,3,0,0,0.0097,0.9938,0,57.15,-0.258819,-0.965926,low
99,57,8,6,28,20,0,0,1,0.1875,0.9135,0,27.49,-0.866025,0.5,high
48,21,6,5,16,6,0,0,0,0.0368,0.9772,0,45.05,1.0,0.0,medium
63,34,8,7,14,22,1,0,0,0.0242,0.9899,0,40.74,-0.5,0.866025,medium
9,5,0,0,4,2,1,0,0,0.0088,0.9932,0,57.17,0.5,0.866025,low
23,13,3,1,6,21,2,0,0,0.0012,0.9994,0,53.08,-0.707107,0.707107,low
18,8,2,1,7,10,0,0,0,0.0206,0.9909,0,54.29,0.5,-0.866025,low
81,42,10,7,22,9,4,0,1,0.0006,0.9998,0,35.69,0.707107,-0.707107,medium
70,33,9,3,25,11,2,0,0,0.0004,0.9998,1,18.99,0.258819,-0.965926,medium
35,20,5,3,7,21,5,1,0,0.0964,0.9767,0,48.05,-0.707107,0.707107,low
127,73,15,8,31,9,2,0,1,0.2254,0.9214,0,18.52,0.707107,-0.707107,high
78,39,7,3,29,18,5,1,1,0.0025,0.9982,0,36.56,-1.0,-0.0,medium
0,0,0,0,0,21,5,1,0,0.0068,0.9985,0,59.9,-0.707107,0.707107,low
44,21,3,5,15,12,6,1,0,0.0947,0.9516,0,45.38,0.0,-1.0,medium
56,31,6,5,14,22,6,1,0,0.1626,0.8824,0,40.76,-0.5,0.866025,medium
38,19,4,4,11,13,3,0,0,0.1361,0.9397,0,46.56,-0.258819,-0.965926,low
38,19,3,3,13,21,0,0,0,0.2927,0.8411,0,44.21,-0.707107,0.707107,low
35,18,3,2,12,23,6,1,0,0.0334,0.9781,0,49.0,-0.258819,0.965926,low
173,102,19,12,40,19,4,0,1,0.2063,0.9355,1,5.0,-0.965926,0.258819,high
17,9,1,1,6,16,6,1,0,0.0025,0.9983,0,54.86,-0.866025,-0.5,low
88,51,8,7,22,7,5,1,1,0.372,0.8637,0,28.02,0.965926,-0.258819,medium
36,17,2,2,15,12,3,0,0,0.3793,0.8871,0,43.51,0.0,-1.0,low
40,22,5,2,11,14,3,0,0,0.0481,0.9778,0,47.28,-0.5,-0.866025,medium
43,20,4,3,16,15,3,0,0,0.0162,0.9917,0,46.86,-0.707107,-0.707107,medium
9,4,1,0,4,15,2,0,0,0.0396,0.9777,0,56.71,-0.707107,-0.707107,low
29,14,3,2,10,21,1,0,0,0.1106,0.9177,0,49.64,-0.707107,0.707107,low
61,28,5,6,22,6,5,1,0,0.0002,0.9999,0,41.7,1.0,0.0,medium
36,16,4,1,15,16,3,0,0,0.017,0.9887,0,48.95,-0.866025,-0.5,low
24,11,2,2,9,22,0,0,0,0.0905,0.929,0,51.44,-0.5,0.866025,low
36,17,3,3,13,13,2,0,0,0.0399,0.9904,0,48.6,-0.258819,-0.965926,low
29,13,3,1,12,3,3,0,0,0.011,0.9947,0,51.13,0.707107,0.707107,low
0,0,0,0,0,5,2,0,0,0.0321,0.9844,0,59.52,0.965926,0.258819,low
51,27,7,3,14,2,2,0,0,0.0754,0.9518,0,43.57,0.5,0.866025,medium
39,22,5,2,10,12,4,0,0,0.007,0.9957,0,48.2,0.0,-1.0,low
0,0,0,0,0,6,2,0,0,0.0895,0.9624,0,58.66,1.0,0.0,low
80,37,7,7,29,14,1,0,0,0.0,1.0,1,16.0,-0.5,-0.866025,medium
42,20,5,2,15,11,1,0,0,0.0227,0.9899,0,47.06,0.258819,-0.965926,medium
101,47,13,9,32,17,1,0,1,0.0485,0.9677,0,28.97,-0.965926,-0.258819,high
27,14,3,1,9,12,1,0,0,0.0,1.0,0,51.9,0.0,-1.0,low
49,22,7,5,15,4,5,1,0,0.1047,0.9606,0,43.73,0.866025,0.5,medium
122,64,15,7,36,20,4,0,1,0.0382,0.9767,0,22.83,-0.866025,0.5,high
30,14,3,2,11,23,0,0,0,0.0733,0.9486,0,49.9,-0.258819,0.965926,low
32,16,3,2,11,16,5,1,0,0.1516,0.9353,0,48.13,-0.866025,-0.5,low
57,26,5,6,20,16,1,0,0,0.0261,0.9939,0,42.51,-0.866025,-0.5,medium
121,67,15,13,26,9,3,0,1,0.0,1.0,0,23.7,0.707107,-0.707107,high
48,23,4,4,17,11,4,0,0,0.0068,0.9948,0,45.5,0.258819,-0.965926,medium
54,25,7,3,19,3,6,1,0,0.071,0.9668,1,22.73,0.707107,0.707107,medium
75,40,8,6,21,5,3,0,0,0.2315,0.8466,0,34.03,0.965926,0.258819,medium
13,7,1,0,5,10,0,0,0,0.2328,0.9296,0,52.61,0.5,-0.866025,low
11,5,1,1,4,6,1,0,0,0.0017,0.999,0,56.67,1.0,0.0,low
100,51,11,11,27,19,0,0,1,0.0653,0.9796,0,29.02,-0.965926,0.258819,high
68,35,9,6,18,11,1,0,0,0.0004,0.9998,0,39.59,0.258819,-0.965926,medium
76,34,7,7,28,9,5,1,1,0.0079,0.9938,0,37.08,0.707107,-0.707107,medium
26,11,3,2,10,0,2,0,0,0.0631,0.9539,0,51.25,0.0,1.0,low
15,8,1,1,5,12,6,1,0,0.0039,0.9988,0,55.44,0.0,-1.0,low
23,10,2,2,9,14,1,0,0,0.0007,0.9997,0,53.09,-0.5,-0.866025,low
26,12,2,1,11,21,6,1,0,0.0377,0.9904,0,51.63,-0.707107,0.707107,low
38,19,3,3,13,22,2,0,0,0.0191,0.9904,0,48.31,-0.5,0.866025,low
133,78,11,12,32,9,2,0,1,0.0215,0.9894,0,19.78,0.707107,-0.707107,high
127,75,12,13,27,17,0,0,1,0.0097,0.9951,0,21.75,-0.965926,-0.258819,high
109,63,9,8,29,19,3,0,1,0.2943,0.8587,0,22.89,-0.965926,0.258819,high
89,41,12,10,26,19,6,1,1,0.0002,0.9999,0,33.3,-0.965926,0.258819,medium
15,7,2,1,5,16,4,0,0,0.3696,0.7754,0,49.96,-0.866025,-0.5,low
28,13,4,2,9,15,1,0,0,0.0191,0.9935,0,51.31,-0.707107,-0.707107,low
23,12,1,1,9,23,6,1,0,0.1034,0.9355,0,51.55,-0.258819,0.965926,low
36,21,3,4,8,12,6,1,0,0.0387,0.9877,0,48.62,0.0,-1.0,low
51,30,7,5,9,23,0,0,0,0.0095,0.9947,0,44.56,-0.258819,0.965926,medium
37,19,4,2,12,23,1,0,0,0.02,0.9904,0,48.6,-0.258819,0.965926,low
29,17,3,2,7,16,3,0,0,0.0036,0.9988,0,51.25,-0.866025,-0.5,low
52,29,6,5,12,2,3,0,0,0.0005,0.9999,0,44.39,0.5,0.866025,medium
146,75,17,14,40,9,4,0,1,0.0805,0.9369,0,14.99,0.707107,-0.707107,high
8,4,0,0,4,0,2,0,0,0.0125,0.9967,0,57.41,0.0,1.0,low
42,24,6,2,10,19,6,1,1,0.0105,0.9968,0,47.24,-0.965926,0.258819,medium
114,64,13,11,26,20,0,0,1,0.0054,0.9976,0,25.72,-0.866025,0.5,high
35,19,3,2,11,15,2,0,0,0.0005,0.9997,0,49.49,-0.707107,-0.707107,low
42,24,3,3,12,13,2,0,0,0.0007,0.9997,0,47.39,-0.258819,-0.965926,medium
60,27,7,6,20,20,6,1,1,0.2491,0.8411,0,38.26,-0.866025,0.5,medium
41,20,3,2,16,10,6,1,0,0.0002,0.9999,0,47.7,0.5,-0.866025,medium
53,29,4,3,17,2,6,1,0,0.0037,0.9977,0,44.04,0.5,0.866025,medium
74,35,10,8,21,18,5,1,1,0.0261,0.9796,0,37.41,-1.0,-0.0,medium
73,41,8,5,19,4,2,0,0,0.0003,0.9999,1,18.1,0.866025,0.5,medium
28,14,3,2,9,6,6,1,0,0.4631,0.7599,0,44.65,1.0,0.0,low
24,14,2,2,6,2,2,0,0,0.1561,0.9134,0,50.46,0.5,0.866025,low
19,8,2,1,8,1,2,0,0,0.1806,0.8582,0,51.59,0.258819,0.965926,low
130,71,19,10,30,19,2,0,1,0.0399,0.971,0,20.4,-0.965926,0.258819,high
52,28,5,3,16,4,4,0,0,0.0983,0.9307,0,42.93,0.866025,0.5,medium
24,12,3,1,8,12,1,0,0,0.0003,0.9999,0,52.8,0.0,-1.0,low
41,24,4,4,9,10,4,0,0,0.0905,0.9751,0,46.34,0.5,-0.866025,medium
24,10,1,1,12,22,6,1,0,0.0056,0.997,0,52.72,-0.5,0.866025,low
57,31,5,6,15,6,4,0,0,0.0064,0.9975,0,42.8,1.0,0.0,medium
126,59,15,11,41,8,4,0,1,0.2119,0.9046,0,19.02,0.866025,-0.5,high
3,1,0,0,2,10,3,0,0,0.028,0.9869,0,58.68,0.5,-0.866025,low
5,2,0,0,3,12,5,1,0,0.0015,0.999,0,58.48,0.0,-1.0,low
23,13,2,2,6,16,5,1,0,0.2004,0.9122,0,50.09,-0.866025,-0.5,low
102,52,13,6,31,20,2,0,1,0.0004,0.9999,0,29.39,-0.866025,0.5,high
74,41,7,5,21,20,6,1,1,0.2135,0.8454,0,34.6,-0.866025,0.5,medium
142,73,19,13,37,9,2,0,1,0.1496,0.8866,0,15.16,0.707107,-0.707107,high
118,70,9,9,30,19,0,0,1,0.2909,0.8981,0,20.24,-0.965926,0.258819,high
103,55,12,5,31,9,1,0,1,0.0001,0.9999,0,29.1,0.707107,-0.707107,high
82,38,6,5,33,7,6,1,1,0.413,0.8213,0,29.2,0.965926,-0.258819,medium
88,50,12,6,20,12,3,0,0,0.3396,0.8376,1,8.51,0.0,-1.0,medium
30,17,2,2,9,2,1,0,0,0.1405,0.9336,0,48.89,0.5,0.866025,low
22,10,1,2,9,5,2,0,0,0.0985,0.9619,0,51.92,0.965926,0.258819,low
118,66,12,13,27,18,3,0,1,0.0236,0.9866,0,24.25,-1.0,-0.0,high
28,15,2,2,9,11,4,0,0,0.0501,0.9732,0,50.85,0.258819,-0.965926,low
29,16,3,2,8,10,0,0,0,0.2461,0.8923,0,47.61,0.5,-0.866025,low
49,29,5,5,10,2,3,0,0,0.0713,0.9585,0,44.23,0.5,0.866025,medium
42,20,4,3,15,0,3,0,0,0.0161,0.9895,0,47.16,0.0,1.0,medium
107,50,13,8,36,19,2,0,1,0.1506,0.9452,0,25.64,-0.965926,0.258819,high
38,17,5,2,14,3,1,0,0,0.0313,0.9796,0,48.13,0.707107,0.707107,low
18,8,1,0,9,16,1,0,0,0.0253,0.9925,0,54.22,-0.866025,-0.5,low
13,6,1,1,5,11,0,0,0,0.0042,0.9981,0,56.04,0.258819,-0.965926,low
37,21,3,2,11,13,3,0,0,0.0835,0.9397,0,47.65,-0.258819,-0.965926,low
44,21,6,2,15,16,3,0,0,0.1475,0.9366,0,44.59,-0.866025,-0.5,medium
54,25,6,4,19,11,3,0,0,0.0664,0.9599,0,42.8,0.258819,-0.965926,medium
19,10,2,2,5,23,1,0,0,0.0903,0.9641,0,52.95,-0.258819,0.965926,low
33,14,4,2,13,6,2,0,0,0.4288,0.6605,0,43.67,1.0,0.0,low
45,25,5,4,11,1,4,0,0,0.0003,0.9998,0,46.49,0.258819,0.965926,medium
35,16,4,3,12,14,1,0,0,0.0547,0.9888,0,48.68,-0.5,-0.866025,low
39,18,5,4,12,12,6,1,0,0.1028,0.9467,0,46.76,0.0,-1.0,low
35,20,4,3,8,0,2,0,0,0.0,1.0,0,49.5,0.0,1.0,low
46,27,5,3,11,6,0,0,0,0.0282,0.9925,0,45.78,1.0,0.0,medium
11,6,1,1,3,11,5,1,0,0.271,0.8119,0,52.64,0.258819,-0.965926,low
36,18,4,3,11,12,0,0,0,0.0015,0.9989,0,49.18,0.0,-1.0,low
33,17,3,2,11,15,2,0,0,0.0003,0.9998,0,50.1,-0.707107,-0.707107,low
23,13,2,1,7,16,0,0,0,0.2208,0.8512,0,49.79,-0.866025,-0.5,low
29,14,2,1,12,6,6,1,0,0.2153,0.9102,0,48.07,1.0,0.0,low
31,17,2,2,10,3,0,0,0,0.1196,0.9182,0,48.91,0.707107,0.707107,low
42,23,3,2,14,23,5,1,0,0.0055,0.9977,0,47.32,-0.258819,0.965926,medium
16,8,1,0,7,21,2,0,0,0.0529,0.9639,0,54.41,-0.707107,0.707107,low
31,14,3,2,12,10,6,1,0,0.1441,0.9051,0,48.54,0.5,-0.866025,low
85,48,7,9,21,8,5,1,1,0.0734,0.9727,0,33.4,0.866025,-0.5,medium
125,68,17,8,32,20,2,0,1,0.1013,0.9612,0,20.98,-0.866025,0.5,high
105,58,13,6,28,18,0,0,1,0.047,0.9771,0,27.8,-1.0,-0.0,high
74,33,6,5,30,1,1,0,0,0.3164,0.9279,0,33.05,0.258819,0.965926,medium
30,17,2,3,8,22,1,0,0,0.0093,0.9949,0,50.86,-0.5,0.866025,low
109,55,10,10,34,9,2,0,1,0.0728,0.9812,0,26.21,0.707107,-0.707107,high
118,68,14,14,22,9,3,0,1,0.0043,0.9969,0,24.54,0.707107,-0.707107,high
36,19,5,3,9,0,0,0,0,0.0159,0.9936,0,48.96,0.0,1.0,low
22,12,2,1,7,1,5,1,0,0.0024,0.9994,0,53.36,0.258819,0.965926,low
24,13,2,1,8,12,2,0,0,0.0067,0.9969,0,52.7,0.0,-1.0,low
88,50,9,7,22,19,5,1,1,0.0,1.0,0,33.6,-0.965926,0.258819,medium
46,21,3,3,19,21,1,0,0,0.3357,0.8902,0,41.16,-0.707107,0.707107,medium
16,7,1,1,7,6,2,0,0,0.3128,0.8876,0,50.51,1.0,0.0,low
26,11,3,1,11,11,6,1,0,0.048,0.9799,0,51.48,0.258819,-0.965926,low
